"Title","Link"
"Physics-Informed Neural Networks (PINNs) for Improving a Thermal Model in Stereolithography Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121576832&doi=10.1016%2fj.procir.2021.11.263&partnerID=40&md5=a30c2f00a9aacc91b8b4b04cf764295c"
"Non-Fourier Heat Conduction based on Self-Adaptive Weight Physics-Informed Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117323508&doi=10.23919%2fCCC52363.2021.9550487&partnerID=40&md5=3fddac5b71bbce412b64c9ac998e8e8e"
"Learning coarse-grained force fields for fibrogenesis modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174330670&doi=10.1016%2fj.cpc.2023.108964&partnerID=40&md5=7ff192f95ff1150e0fc747ca69807529"
"Solution of FPK equation for stochastic dynamics subjected to additive Gaussian noise via deep learning approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175806488&doi=10.1016%2fj.strusafe.2023.102399&partnerID=40&md5=d72b2e8dcb56c49e5ceda8bb40a75127"
"Data assimilation and optimal calibration in nonlinear models of flame dynamics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075791713&doi=10.1115%2fGT2019-92052&partnerID=40&md5=0a7a5f9da32d2074b05ca904617fd13b"
"Damage Identification for Beam-Like Structures Based on Physics-Informed Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174582653&doi=10.1007%2f978-3-031-37007-6_1&partnerID=40&md5=e009bb439c6f08b57ebb0a0ea7c5ebf0"
"Enhancing neurodynamic approach with physics-informed neural networks for solving non-smooth convex optimization problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173167934&doi=10.1016%2fj.neunet.2023.08.014&partnerID=40&md5=d15debfa1068cc221d33d7f8bc1ec3db"
"A mechanics-informed deep learning framework for data-driven nonlinear viscoelasticity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172696083&doi=10.1016%2fj.cma.2023.116463&partnerID=40&md5=1c371c2e37643bdecdd325eec532f862"
"Data-driven approach to very high cycle fatigue life prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171147620&doi=10.1016%2fj.engfracmech.2023.109630&partnerID=40&md5=ff95d4f4b78de6719dac1aaee5de5544"
"h-Analysis and data-parallel physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174241886&doi=10.1038%2fs41598-023-44541-5&partnerID=40&md5=d2fbe0735582e7bc086dc6b5c437a95b"
"Fatigue reliability analysis of aeroengine blade-disc systems using physics-informed ensemble learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174345056&doi=10.1098%2frsta.2022.0384&partnerID=40&md5=28916a5f38543bf5832a8e1b54ba5cb6"
"Physics-informed graph neural network emulation of soft-tissue mechanics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171736535&doi=10.1016%2fj.cma.2023.116351&partnerID=40&md5=1e80d91f1db29c485fcf8970353fb5fb"
"Physics Informed Neural Network application on mixing and heat transfer in combined electroosmotic-pressure driven flow","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171646295&doi=10.1016%2fj.cep.2023.109540&partnerID=40&md5=a6442241924155dd2b5c6345e7f59240"
"A time variant uncertainty propagation method for high-dimensional dynamic structural system via K-L expansion and Bayesian deep neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172184612&doi=10.1098%2frsta.2022.0388&partnerID=40&md5=f9ed64a44ba330fbf473ddc4788b7043"
"A high-fidelity comprehensive framework for the additive manufacturing printability assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171588882&doi=10.1016%2fj.jmapro.2023.09.041&partnerID=40&md5=0130ad7d80e6b0dd3599b6e16e515267"
"Physics-informed digital twin for wind turbine main bearing fatigue: Quantifying uncertainty in grease degradation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175039996&doi=10.1016%2fj.asoc.2023.110921&partnerID=40&md5=690b62d8002528740f758c418171264e"
"Predicting 3D soft tissue dynamics from 2D imaging using physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159669336&doi=10.1038%2fs42003-023-04914-y&partnerID=40&md5=c20651562951f4d5d9b6ef35fe92ef3f"
"Physics informed neural network for charged particles surrounded by conductive boundaries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168937309&doi=10.1038%2fs41598-023-40477-y&partnerID=40&md5=5d36daac09f78833e899a06dd873da8d"
"A physics-guided modelling method of artificial neural network for multiaxial fatigue life prediction under irregular loading","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172187328&doi=10.1098%2frsta.2022.0392&partnerID=40&md5=db6a7755d6269d811fb5a0cfd8f658ba"
"Physics-informed graph neural networks accelerating microneedle simulations towards novelty of micro-nano scale materials discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172316814&doi=10.1016%2fj.engappai.2023.106894&partnerID=40&md5=c36ae81bac4ce4a40a7fc4a01d249fc8"
"Physics-informed neural networks for studying heat transfer in porous media","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170561638&doi=10.1016%2fj.ijheatmasstransfer.2023.124671&partnerID=40&md5=d52129805dd345b02deb12f9f1d0bbba"
"Solving the pulsar equation using physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174602051&doi=10.1093%2fmnras%2fstad2840&partnerID=40&md5=16fb6990097decdfdb944669baf8d10b"
"Physics informed deep neural network embedded in a chemical transport model for the Amazon rainforest","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152525720&doi=10.1038%2fs41612-023-00353-y&partnerID=40&md5=051622a1cd645998d7adbd520cd06ab7"
"A universal framework for accurate and efficient geometric deep learning of molecular systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175853135&doi=10.1038%2fs41598-023-46382-8&partnerID=40&md5=2f49567c9f03721de721b3df49692ca4"
"Physics-informed neural ODE (PINODE): embedding physics into models using collocation points","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162842622&doi=10.1038%2fs41598-023-36799-6&partnerID=40&md5=1d86424d6616317c87c7013b1d3b2a55"
"Physics-informed neural networks for discovering localised eigenstates in disordered media","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171840870&doi=10.1016%2fj.jocs.2023.102136&partnerID=40&md5=178c053aa5b29dd584fa1f436689bbe5"
"Data-driven rheological characterization of stress buildup and relaxation in thermal greases","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173431648&doi=10.1122%2f8.0000679&partnerID=40&md5=7520c97d64a12e858fa1b0b0c34bfce4"
"Physics-informed neural networks for predicting gas flow dynamics and unknown parameters in diesel engines","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168618592&doi=10.1038%2fs41598-023-39989-4&partnerID=40&md5=15daff5284bc92226d0a839464e55343"
"Physics-informed deep learning framework to model intense precipitation events at super resolution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153479035&doi=10.1186%2fs40562-023-00272-z&partnerID=40&md5=5bd0c32d784423adee1e1cd47d252d2c"
"Physics-informed deep learning to forecast M^ max during hydraulic fracturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168222750&doi=10.1038%2fs41598-023-40403-2&partnerID=40&md5=3a2397621c990e16e14a0b4e5ca241a9"
"Surrogate modeling of parameterized multi-dimensional premixed combustion with physics-informed neural networks for rapid exploration of design space","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173544601&doi=10.1016%2fj.combustflame.2023.113094&partnerID=40&md5=aa72d07601781b13fda940eec8917305"
"Adaptive physics-informed neural operator for coarse-grained non-equilibrium flows","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171662017&doi=10.1038%2fs41598-023-41039-y&partnerID=40&md5=a243d494cca601b6f36c63472796ace3"
"Physics-informed neural networks for the Reynolds-Averaged Navier–Stokes modeling of Rayleigh–Taylor turbulent mixing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168560438&doi=10.1016%2fj.compfluid.2023.106025&partnerID=40&md5=4f9a1c9740f767498dfe8b82d5fcf05c"
"Adaptive neural-domain refinement for solving time-dependent differential equations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174944580&doi=10.1186%2fs13662-023-03789-x&partnerID=40&md5=3a1943817f1e1f2a28bc7e25ac6fb271"
"Characterization for three-dimensional stress of roadway roof through physics-informed neural network on monitoring data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171745345&doi=10.1016%2fj.tust.2023.105390&partnerID=40&md5=2816fbf882a562c6564cdf9058171e9c"
"A digital twin-based fault diagnostic method for subsea control systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171752518&doi=10.1016%2fj.measurement.2023.113461&partnerID=40&md5=b0929d0a6970c8df7c0fa184235c9e27"
"Multisite evaluation of physics-informed deep learning for permafrost prediction in the Qinghai-Tibet Plateau","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171168540&doi=10.1016%2fj.coldregions.2023.104009&partnerID=40&md5=4542f7150fa376b87f0f4832714ac5f6"
"Neural optimization machine: A neural network approach for optimization and its application in additive manufacturing with physics-guided learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172197916&doi=10.1098%2frsta.2022.0405&partnerID=40&md5=e5d84609ece3604c7505a4b737a80f05"
"Physics-informed machine learning and its structural integrity applications: State of the art","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172252616&doi=10.1098%2frsta.2022.0406&partnerID=40&md5=8b24086edd125f0188835fcde8ec6c0c"
"High-resolution single-photon imaging with physics-informed deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171896145&doi=10.1038%2fs41467-023-41597-9&partnerID=40&md5=7a68d9295a9595f31a772d175560fb9c"
"Knowledge-driven learning, optimization, and experimental design under uncertainty for materials discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176268520&doi=10.1016%2fj.patter.2023.100863&partnerID=40&md5=6b851ae1a766e4e1c075cf9e9ab43cd6"
"A physics-informed deep learning closure for Lagrangian velocity gradient evolution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176099694&doi=10.1063%2f5.0172066&partnerID=40&md5=98ca0c385bb05b50753bec6ed0daeb4a"
"Deep homogenization networks for elastic heterogeneous materials with two- and three-dimensional periodicity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174419671&doi=10.1016%2fj.ijsolstr.2023.112521&partnerID=40&md5=9aff96064ecbc72a605efdbc597a7b03"
"A framework for Li-ion battery prognosis based on hybrid Bayesian physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168704004&doi=10.1038%2fs41598-023-33018-0&partnerID=40&md5=25a71688cf460f494900be8a1c773f47"
"Investigation of flexural behaviour of composite rebars for concrete reinforcement with experimental, numerical and machine learning approaches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172188476&doi=10.1098%2frsta.2022.0394&partnerID=40&md5=fbea171f1d047c5d376160c41de6c3f3"
"Physics-informed neural networks for solving forward and inverse Vlasov-Poisson equation via fully kinetic simulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176578107&doi=10.1088%2f2632-2153%2fad03d5&partnerID=40&md5=485f4cb3e9c653bebd25ba11915ef795"
"Self-Scalable Tanh (Stan): Multi-Scale Solutions for Physics-Informed Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168747712&doi=10.1109%2fTPAMI.2023.3307688&partnerID=40&md5=a989cda8131550c576904ee75c4c0c31"
"The computational design of a fractal-inspired soft robotic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176113814&doi=10.1016%2fj.aej.2023.10.056&partnerID=40&md5=0904270030eece120fa80e3bb8f2e576"
"Demonstration of sub-micron UCN position resolution using room-temperature CMOS sensor","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174385254&doi=10.1016%2fj.nima.2023.168769&partnerID=40&md5=4c79df20f914d96ed0f5bb401369e45d"
"Prediction of the shift in melting mode during additive manufacturing of 316 L stainless steel","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173534478&doi=10.1016%2fj.mtcomm.2023.107238&partnerID=40&md5=70ce20540835aa189bb0f40eb83f96c0"
"Fault logic and data-driven model for operation reliability analysis of the flap deflection angle","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172210053&doi=10.1098%2frsta.2022.0385&partnerID=40&md5=720fe9af90a6de99339bbf04e926ef4c"
"Physics-informed neural network for fast prediction of temperature distributions in cancerous breasts as a potential efficient portable AI-based diagnostic tool","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174055909&doi=10.1016%2fj.cmpb.2023.107834&partnerID=40&md5=bd9fda4bc46be4c3766370a651a06745"
"Studying turbulent flows with physics-informed neural networks and sparse data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175477602&doi=10.1016%2fj.ijheatfluidflow.2023.109232&partnerID=40&md5=87f7ea0a71e06b0c401ccc13e155d33d"
"Physics-informed neural network with transfer learning (TL-PINN) based on domain similarity measure for prediction of nuclear reactor transients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173766742&doi=10.1038%2fs41598-023-43325-1&partnerID=40&md5=1d1cf72833d7b6c00f01745050cfedbb"
"A complete Physics-Informed Neural Network-based framework for structural topology optimization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170528274&doi=10.1016%2fj.cma.2023.116401&partnerID=40&md5=f0cf6982aacad628998829f6323652fe"
"NЕURAL NЕTWОRK МЕTНОD FОR СОNSTRUСTIVЕ VARIATIОNAL PRОBLЕМS BY GЕNЕRALIZЕD МULTIPLIЕR МЕTНОD; [广义乘子法求解构造变分问题的神经网络方法]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176274013&doi=10.6052%2fj.issn.1000-4750.2022.05.0488&partnerID=40&md5=1b4b73aec80994f903bd75a4b3584d10"
"Physics informed neural networks for fault severity identification of axial piston pumps","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173605683&doi=10.1016%2fj.jmsy.2023.10.002&partnerID=40&md5=06d4e63f52694054db67d5fab86157a4"
"A high resolution Physics-informed neural networks for high-dimensional convection–diffusion–reaction equations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173251956&doi=10.1016%2fj.asoc.2023.110872&partnerID=40&md5=cf99e7b42ffb5982366cbbea9dfb52f3"
"Complementing a continuum thermodynamic approach to constitutive modeling with symbolic regression","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174906763&doi=10.1016%2fj.jmps.2023.105472&partnerID=40&md5=4c319c6db85f51c4d5077090d4f8c1a0"
"Physics-informed machine learning with high-throughput design module for evaluating rupture life and guiding design of oxide/oxide ceramic matrix composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168344096&doi=10.1016%2fj.ceramint.2023.08.167&partnerID=40&md5=22796b9cabaacecf3a77f30af1d76e0b"
"Data-augmented modeling for yield strength of refractory high entropy alloys: A Bayesian approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172900802&doi=10.1016%2fj.actamat.2023.119351&partnerID=40&md5=2a4a8bfc908b43df9bd0a83d06e1930a"
"Defect driven physics-informed neural network framework for fatigue life prediction of additively manufactured materials","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174343620&doi=10.1098%2frsta.2022.0386&partnerID=40&md5=311912361088fd294b522d91c83f2375"
"Parameter estimation and modeling of nonlinear dynamical systems based on Runge–Kutta physics-informed neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173091391&doi=10.1007%2fs11071-023-08933-6&partnerID=40&md5=2a5047fe939ba2e60d6686c160a6525d"
"A physics-informed neural network based on mixed data sampling for solving modified diffusion equations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147954713&doi=10.1038%2fs41598-023-29822-3&partnerID=40&md5=a5031302af1335bc5c31d3fc20990c28"
"Innovative approaches to addressing the tradeoff between interpretability and accuracy in ship fuel consumption prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173855569&doi=10.1016%2fj.trc.2023.104361&partnerID=40&md5=1b70458ed931830b585d5eabcedb28ab"
"Solution of conservative-form transport equations with physics-informed neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166589035&doi=10.1016%2fj.ijheatmasstransfer.2023.124546&partnerID=40&md5=aa56d0460995dbd2828c9de67bc17df3"
"A Deep Learning Approach Based on Physical Constraints for Predicting Soil Moisture in Unsaturated Zones","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175306029&doi=10.1029%2f2023WR035194&partnerID=40&md5=b8800a40e98dbb0a49d1be40b55769e1"
"Physics-informed deep learning for T2-deblurred superresolution turbo spin echo MRI","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168124909&doi=10.1002%2fmrm.29814&partnerID=40&md5=5bdce2d7016264cacf564b54ddacd41f"
"A machine learning study on the fatigue crack path of short crack on an α titanium alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172255392&doi=10.1098%2frsta.2022.0391&partnerID=40&md5=29ddcd5a9c7e443cf080151df7008f44"
"Physics-informed deep learning for lithium-ion battery diagnostics using electrochemical impedance spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173267338&doi=10.1016%2fj.rser.2023.113807&partnerID=40&md5=be17757597217c4753ab3a8fc7213d75"
"Battery state-of-health diagnostics during fast cycling using physics-informed deep-learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171795810&doi=10.1016%2fj.jpowsour.2023.233582&partnerID=40&md5=97992e76111eaec0957784c1c72a45e3"
"Physics-informed learning for thermophysical field reconstruction and parameter measurement in a nano-porous insulator's heat transfer problem","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173842751&doi=10.1016%2fj.icheatmasstransfer.2023.107045&partnerID=40&md5=01e23756261726c9445f29147ca7c44c"
"Temperature state prediction for lithium-ion batteries based on improved physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171766314&doi=10.1016%2fj.est.2023.108863&partnerID=40&md5=1ea87ecfc61a75816c5e7f27098911b0"
"Physics-Informed Machine Learning for Surrogate Modeling of Heat Transfer Phenomena","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171694731&doi=10.1115%2f1.4063224&partnerID=40&md5=100868ad1fc355da37ded4bb3a686745"
"Physics-informed reinforcement learning for motion control of a fish-like swimming robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163831755&doi=10.1038%2fs41598-023-36399-4&partnerID=40&md5=719f9383867b578d884c82b633eb9408"
"Evaluation of physics-informed neural networks (PINN) in the solution of the Reynolds equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173566144&doi=10.1007%2fs40430-023-04418-0&partnerID=40&md5=3cb651771e6650c4dc057e965b632478"
"Physics-informed ensemble deep learning framework for improving state of charge estimation of lithium-ion batteries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172308735&doi=10.1016%2fj.est.2023.108915&partnerID=40&md5=0b27f28e8c69f1f9558e45e4b5d39f95"
"Correction to: Physics-informed deep learning for three-dimensional transient heat transfer analysis of functionally graded materials (Computational Mechanics, (2023), 72, 3, (513-524), 10.1007/s00466-023-02287-x)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159711822&doi=10.1007%2fs00466-023-02350-7&partnerID=40&md5=b382f59b8c73cc0f3b8dea0f4466c30e"
"A deep learning method for multi-material diffusion problems based on physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171611825&doi=10.1016%2fj.cma.2023.116395&partnerID=40&md5=d058540776a1082bdad56f2dd745bba9"
"Physics-constrained neural networks for half-space seismic wave modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173990435&doi=10.1016%2fj.cageo.2023.105477&partnerID=40&md5=bc1e674196211acfe11e2a1a0faddd5d"
"Remaining useful lifetime estimation for discrete power electronic devices using physics-informed neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162812115&doi=10.1038%2fs41598-023-37154-5&partnerID=40&md5=10900957f7ccc7acbdde032da6e580f0"
"Data-driven localized waves and parameter discovery in the massive Thirring model via extended physics-informed neural networks with interface zones","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172739110&doi=10.1016%2fj.chaos.2023.114090&partnerID=40&md5=7d96ff3fc5065a4e0ad51710a4e21da3"
"Preface to the theme issue 'physics-informed machine learning and its structural integrity applications'","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172178919&doi=10.1098%2frsta.2023.0176&partnerID=40&md5=89833e54836551fe3eda14cdeb8c4219"
"A digital twin to quantitatively understand aging mechanisms coupled effects of NMC battery using dynamic aging profiles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172691926&doi=10.1016%2fj.ensm.2023.102965&partnerID=40&md5=e216deb7e8c01ebcfd903321093a5b10"
"A Novel Neural-Network Device Modeling Based on Physics-Informed Machine Learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174815136&doi=10.1109%2fTED.2023.3316635&partnerID=40&md5=a12584c4c5f87bd8d2674ada21324866"
"MnEdgeNet for accurate decomposition of mixed oxidation states for Mn XAS and EELS L2,3 edges without reference and calibration","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168966736&doi=10.1038%2fs41598-023-40616-5&partnerID=40&md5=ee7833dae53a766e0b048d341f9d74ee"
"Physics-informed machine learning of redox flow battery based on a two-dimensional unit cell model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170253636&doi=10.1016%2fj.jpowsour.2023.233548&partnerID=40&md5=2df56990d95c4c500f0ce6270b353b43"
"Symmetry-informed surrogates with data-free constraint for real-time acoustic wave propagation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174174013&doi=10.1016%2fj.apacoust.2023.109686&partnerID=40&md5=0520512304eb957b83147c198d5a8916"
"Physics-informed neural networks with parameter asymptotic strategy for learning singularly perturbed convection-dominated problem","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173148047&doi=10.1016%2fj.camwa.2023.09.030&partnerID=40&md5=e05a73e3f4ed44d9c8676d02a7443380"
"Affine transformations accelerate the training of physics-informed neural networks of a one-dimensional consolidation problem","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171810650&doi=10.1038%2fs41598-023-42141-x&partnerID=40&md5=3c48dd8bbb9e37380d1a436894058b7c"
"Physics-informed neural network frameworks for crack simulation based on minimized peridynamic potential energy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171628683&doi=10.1016%2fj.cma.2023.116430&partnerID=40&md5=e5fae9e3e1c495318a11a36c9ebf2878"
"Physics-informed graph convolutional neural network for modeling geometry-adaptive steady-state natural convection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168431511&doi=10.1016%2fj.ijheatmasstransfer.2023.124593&partnerID=40&md5=1c343748bbff4d2cd7802ec89c823098"
"Physics-informed neural network for modeling force and torque fluctuations in a random array of bidisperse spheres","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170289645&doi=10.1016%2fj.ijmultiphaseflow.2023.104603&partnerID=40&md5=c422a5d28af424796e036b811f63b830"
"Deep learning data-driven multi-soliton dynamics and parameters discovery for the fifth-order Kaup–Kuperschmidt equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166485866&doi=10.1016%2fj.physd.2023.133862&partnerID=40&md5=c1f7f10af7a9e3998aa6ca51ceeff90a"
"On data-driven modeling and control in modern power grids stability: Survey and perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172277805&doi=10.1016%2fj.apenergy.2023.121740&partnerID=40&md5=6b431ad70799a915e94f336a3b47bc8e"
"Efficient machine learning of solute segregation energy based on physics-informed features","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164755751&doi=10.1038%2fs41598-023-38533-8&partnerID=40&md5=b31b8715e27d119612a27b02ad7db8f8"
"Structural reliability analysis based on neural networks with physics-informed training samples","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172022711&doi=10.1016%2fj.engappai.2023.107157&partnerID=40&md5=a97dd5a6c6a0173c50eaf8f2b7336f48"
"Neuronal diversity can improve machine learning for physics and beyond","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168735701&doi=10.1038%2fs41598-023-40766-6&partnerID=40&md5=82ca44a403bbbd7cd902ef85bdefc505"
"Stokesian processes : inferring Stokes flows using physics-informed Gaussian processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176330000&doi=10.1088%2f2632-2153%2fad0286&partnerID=40&md5=3a77110d7a806de45e6aa9bf767907e0"
"Error homogenization in physics-informed neural networks for modeling in manufacturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173558980&doi=10.1016%2fj.jmsy.2023.09.013&partnerID=40&md5=5e42f1a42e836649f2a2cdea6164c900"
"Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173451056&doi=10.1016%2fj.media.2023.102971&partnerID=40&md5=2566ed535a8a3f1eb343064cb49f178f"
"A mixed pressure-velocity formulation to model flow in heterogeneous porous media with physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175086372&doi=10.1016%2fj.advwatres.2023.104564&partnerID=40&md5=86daa954bd4137d3867dfb413b808eb8"
"Partition function approach to non-Gaussian likelihoods: physically motivated convergence criteria for Markov chains","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174311891&doi=10.1093%2fmnras%2fstad2726&partnerID=40&md5=99b5c6d53d75427005d280cfedaae307"
"Physics-informed neural network for first-passage reliability assessment of structural dynamic systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171777454&doi=10.1016%2fj.compstruc.2023.107189&partnerID=40&md5=eab1b358431366e9d672aca7d6434253"
"Gradient auxiliary physics-informed neural network for nonlinear biharmonic equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171620951&doi=10.1016%2fj.enganabound.2023.09.013&partnerID=40&md5=449a2910f369b4837e547af46a31de25"
"Deepening the scientific understanding of different phenomenology in laser powder bed fusion by an integrated framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168006635&doi=10.1016%2fj.ijheatmasstransfer.2023.124596&partnerID=40&md5=0a8acac4082c94da41331a69b272c336"
"Some of the variables, some of the parameters, some of the times, with some physics known: Identification with partial information","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167423029&doi=10.1016%2fj.compchemeng.2023.108343&partnerID=40&md5=c2f517bfad094ea010c1a73765336a8d"
"Synergistic integration of deep neural networks and finite element method with applications of nonlinear large deformation biomechanics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168735880&doi=10.1016%2fj.cma.2023.116347&partnerID=40&md5=633c62034216908a220d77e153216332"
"A priori compression of convolutional neural networks for wave simulators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169016841&doi=10.1016%2fj.engappai.2023.106973&partnerID=40&md5=893729a05b2e1e0740ce91446f83acd9"
"Hard enforcement of physics-informed neural network solutions of acoustic wave propagation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165432913&doi=10.1007%2fs10596-023-10232-3&partnerID=40&md5=eba224d124d7f4fb73b9f7f885867fbe"
"Instability-wave prediction in hypersonic boundary layers with physics-informed neural operators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169592991&doi=10.1016%2fj.jocs.2023.102120&partnerID=40&md5=f7e0f6f20d85007c18fd28c8b5dee142"
"Combination of Physics-Informed Neural Networks and Single-Relaxation-Time Lattice Boltzmann Method for Solving Inverse Problems in Fluid Mechanics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176565933&doi=10.3390%2fmath11194147&partnerID=40&md5=09e74d553dc32f25c9153dced823d26e"
"PhySR: Physics-informed deep super-resolution for spatiotemporal data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169071697&doi=10.1016%2fj.jcp.2023.112438&partnerID=40&md5=42a121a6fa352ebb548a16b87a92e8f1"
